002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
002	001	1
002	001	2
002	001	3
002	002	1
002	002	2
002	002	3
002	003	1
002	003	2
002	003	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
003	001	1
003	001	2
003	001	3
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
005	001	1
005	001	2
005	001	3
005	001	4
005	001	5
